Reaction,Dataset,Reference,Reference_in_kcal_mol,Stoichiometry
ISOC7_0491_C7H8_188,ISOC7,0.1344977302948468,84.3986,"1,C7H8_188,-1,C7H8_320"
ISOC7_0492_C7H8_189,ISOC7,0.1344276118315906,84.3546,"1,C7H8_189,-1,C7H8_320"
ISOC7_0493_C7H8_190,ISOC7,0.1342167783613908,84.2223,"1,C7H8_190,-1,C7H8_320"
ISOC7_0494_C7H8_191,ISOC7,0.1341587712690607,84.1859,"1,C7H8_191,-1,C7H8_320"
ISOC7_0495_C7H8_192,ISOC7,0.1341565402270480,84.1845,"1,C7H8_192,-1,C7H8_320"
ISOC7_0496_C7H8_193,ISOC7,0.1339727979812880,84.0692,"1,C7H8_193,-1,C7H8_320"
ISOC7_0497_C7H8_194,ISOC7,0.1332877087232464,83.6393,"1,C7H8_194,-1,C7H8_320"
ISOC7_0498_C7H8_195,ISOC7,0.1331025322361925,83.5231,"1,C7H8_195,-1,C7H8_320"
ISOC7_0499_C7H8_196,ISOC7,0.1326805465755053,83.2583,"1,C7H8_196,-1,C7H8_320"
ISOC7_0500_C7H8_197,ISOC7,0.1326282764483507,83.2255,"1,C7H8_197,-1,C7H8_320"
ISOC7_0501_C7H8_198,ISOC7,0.1326155276368496,83.2175,"1,C7H8_198,-1,C7H8_320"
ISOC7_0502_C7H8_199,ISOC7,0.1325989541818981,83.2071,"1,C7H8_199,-1,C7H8_320"
ISOC7_0503_C7H8_200,ISOC7,0.1324716254270307,83.1272,"1,C7H8_200,-1,C7H8_320"
ISOC7_0504_C7H8_201,ISOC7,0.1321398376077139,82.919,"1,C7H8_201,-1,C7H8_320"
ISOC7_0505_C7H8_202,ISOC7,0.1317376126048534,82.6666,"1,C7H8_202,-1,C7H8_320"
ISOC7_0506_C7H8_203,ISOC7,0.1309949943349130,82.2006,"1,C7H8_203,-1,C7H8_320"
ISOC7_0507_C7H8_204,ISOC7,0.1307605755634360,82.0535,"1,C7H8_204,-1,C7H8_320"
ISOC7_0508_C7H8_205,ISOC7,0.1299336557774444,81.5346,"1,C7H8_205,-1,C7H8_320"
ISOC7_0509_C7H8_206,ISOC7,0.1298748518843954,81.4977,"1,C7H8_206,-1,C7H8_320"
ISOC7_0510_C7H8_207,ISOC7,0.1295095984348882,81.2685,"1,C7H8_207,-1,C7H8_320"
ISOC7_0511_C7H8_208,ISOC7,0.1289843474010419,80.9389,"1,C7H8_208,-1,C7H8_320"
ISOC7_0512_C7H8_209,ISOC7,0.1288294493413033,80.8417,"1,C7H8_209,-1,C7H8_320"
ISOC7_0513_C7H8_210,ISOC7,0.1283312895318968,80.5291,"1,C7H8_210,-1,C7H8_320"
ISOC7_0514_C7H8_211,ISOC7,0.1282790194047422,80.4963,"1,C7H8_211,-1,C7H8_320"
ISOC7_0515_C7H8_212,ISOC7,0.1280465129549905,80.3504,"1,C7H8_212,-1,C7H8_320"
ISOC7_0516_C7H8_213,ISOC7,0.1277644455005281,80.1734,"1,C7H8_213,-1,C7H8_320"
ISOC7_0517_C7H8_214,ISOC7,0.1274742506787338,79.9913,"1,C7H8_214,-1,C7H8_320"
ISOC7_0518_C7H8_215,ISOC7,0.1271292359674846,79.7748,"1,C7H8_215,-1,C7H8_320"
ISOC7_0519_C7H8_216,ISOC7,0.1270634202281101,79.7335,"1,C7H8_216,-1,C7H8_320"
ISOC7_0520_C7H8_217,ISOC7,0.1269958515271541,79.6911,"1,C7H8_217,-1,C7H8_320"
ISOC7_0521_C7H8_218,ISOC7,0.1267905956619860,79.5623,"1,C7H8_218,-1,C7H8_320"
ISOC7_0522_C7H8_219,ISOC7,0.1267646199585525,79.546,"1,C7H8_219,-1,C7H8_320"
ISOC7_0523_C7H8_220,ISOC7,0.1262721971143215,79.237,"1,C7H8_220,-1,C7H8_320"
ISOC7_0524_C7H8_221,ISOC7,0.1256902138692952,78.8718,"1,C7H8_221,-1,C7H8_320"
ISOC7_0525_C7H8_222,ISOC7,0.1247343717269984,78.272,"1,C7H8_222,-1,C7H8_320"
ISOC7_0526_C7H8_223,ISOC7,0.1245636970130271,78.1649,"1,C7H8_223,-1,C7H8_320"
ISOC7_0527_C7H8_224,ISOC7,0.1244601129195805,78.0999,"1,C7H8_224,-1,C7H8_320"
ISOC7_0528_C7H8_225,ISOC7,0.1243530229029711,78.0327,"1,C7H8_225,-1,C7H8_320"
ISOC7_0529_C7H8_226,ISOC7,0.1241754957028179,77.9213,"1,C7H8_226,-1,C7H8_320"
ISOC7_0530_C7H8_227,ISOC7,0.1238135888163297,77.6942,"1,C7H8_227,-1,C7H8_320"
ISOC7_0531_C7H8_228,ISOC7,0.1238094454525919,77.6916,"1,C7H8_228,-1,C7H8_320"
ISOC7_0532_C7H8_229,ISOC7,0.1237343868248790,77.6445,"1,C7H8_229,-1,C7H8_320"
ISOC7_0533_C7H8_230,ISOC7,0.1237273749785534,77.6401,"1,C7H8_230,-1,C7H8_320"
ISOC7_0534_C7H8_231,ISOC7,0.1236865787817498,77.6145,"1,C7H8_231,-1,C7H8_320"
ISOC7_0535_C7H8_232,ISOC7,0.1234390924784842,77.4592,"1,C7H8_232,-1,C7H8_320"
ISOC7_0536_C7H8_233,ISOC7,0.1232397329386354,77.3341,"1,C7H8_233,-1,C7H8_320"
ISOC7_0537_C7H8_234,ISOC7,0.1231496944574087,77.2776,"1,C7H8_234,-1,C7H8_320"
ISOC7_0538_C7H8_235,ISOC7,0.1227265932757152,77.0121,"1,C7H8_235,-1,C7H8_320"
ISOC7_0539_C7H8_236,ISOC7,0.1225039671548768,76.8724,"1,C7H8_236,-1,C7H8_320"
ISOC7_0540_C7H8_237,ISOC7,0.1222719387855563,76.7268,"1,C7H8_237,-1,C7H8_320"
ISOC7_0541_C7H8_238,ISOC7,0.1220399104162359,76.5812,"1,C7H8_238,-1,C7H8_320"
ISOC7_0542_C7H8_239,ISOC7,0.1217603927240737,76.4058,"1,C7H8_239,-1,C7H8_320"
ISOC7_0543_C7H8_240,ISOC7,0.1207309261953579,75.7598,"1,C7H8_240,-1,C7H8_320"
ISOC7_0544_C7H8_241,ISOC7,0.1206198521751544,75.6901,"1,C7H8_241,-1,C7H8_320"
ISOC7_0545_C7H8_242,ISOC7,0.1205967449543086,75.6756,"1,C7H8_242,-1,C7H8_320"
ISOC7_0546_C7H8_243,ISOC7,0.1204257515200498,75.5683,"1,C7H8_243,-1,C7H8_320"
ISOC7_0547_C7H8_244,ISOC7,0.1202450371170213,75.4549,"1,C7H8_244,-1,C7H8_320"
ISOC7_0548_C7H8_245,ISOC7,0.1196350064866926,75.0721,"1,C7H8_245,-1,C7H8_320"
ISOC7_0549_C7H8_246,ISOC7,0.1194958850811865,74.9848,"1,C7H8_246,-1,C7H8_320"
ISOC7_0550_C7H8_247,ISOC7,0.1189287223295303,74.6289,"1,C7H8_247,-1,C7H8_320"
ISOC7_0551_C7H8_248,ISOC7,0.1189123082347226,74.6186,"1,C7H8_248,-1,C7H8_320"
ISOC7_0552_C7H8_249,ISOC7,0.1188855357305702,74.6018,"1,C7H8_249,-1,C7H8_320"
ISOC7_0553_C7H8_250,ISOC7,0.1188656157125997,74.5893,"1,C7H8_250,-1,C7H8_320"
ISOC7_0554_C7H8_251,ISOC7,0.1187397211990261,74.5103,"1,C7H8_251,-1,C7H8_320"
ISOC7_0555_C7H8_252,ISOC7,0.1184123954637347,74.3049,"1,C7H8_252,-1,C7H8_320"
ISOC7_0556_C7H8_253,ISOC7,0.1184088895405719,74.3027,"1,C7H8_253,-1,C7H8_320"
ISOC7_0557_C7H8_254,ISOC7,0.1181175791977713,74.1199,"1,C7H8_254,-1,C7H8_320"
ISOC7_0558_C7H8_255,ISOC7,0.1175346397918824,73.7541,"1,C7H8_255,-1,C7H8_320"
ISOC7_0559_C7H8_256,ISOC7,0.1174484259541060,73.7,"1,C7H8_256,-1,C7H8_320"
ISOC7_0560_C7H8_257,ISOC7,0.1172444449700880,73.572,"1,C7H8_257,-1,C7H8_320"
ISOC7_0561_C7H8_258,ISOC7,0.1165440571382450,73.1325,"1,C7H8_258,-1,C7H8_320"
ISOC7_0562_C7H8_259,ISOC7,0.1156618393823672,72.5789,"1,C7H8_259,-1,C7H8_320"
ISOC7_0563_C7H8_260,ISOC7,0.1151781813460433,72.2754,"1,C7H8_260,-1,C7H8_320"
ISOC7_0564_C7H8_261,ISOC7,0.1151080628827871,72.2314,"1,C7H8_261,-1,C7H8_320"
ISOC7_0565_C7H8_262,ISOC7,0.1149899770162580,72.1573,"1,C7H8_262,-1,C7H8_320"
ISOC7_0566_C7H8_263,ISOC7,0.1141318226420886,71.6188,"1,C7H8_263,-1,C7H8_320"
ISOC7_0567_C7H8_264,ISOC7,0.1131705622549038,71.0156,"1,C7H8_264,-1,C7H8_320"
ISOC7_0568_C7H8_265,ISOC7,0.1124814889932680,70.5832,"1,C7H8_265,-1,C7H8_320"
ISOC7_0569_C7H8_266,ISOC7,0.1120005400793881,70.2814,"1,C7H8_266,-1,C7H8_320"
ISOC7_0570_C7H8_267,ISOC7,0.1118937687830662,70.2144,"1,C7H8_267,-1,C7H8_320"
ISOC7_0571_C7H8_268,ISOC7,0.1118121763894590,70.1632,"1,C7H8_268,-1,C7H8_320"
ISOC7_0572_C7H8_269,ISOC7,0.1113329804371605,69.8625,"1,C7H8_269,-1,C7H8_320"
ISOC7_0573_C7H8_270,ISOC7,0.1108324302255976,69.5484,"1,C7H8_270,-1,C7H8_320"
ISOC7_0574_C7H8_271,ISOC7,0.1094397819292436,68.6745,"1,C7H8_271,-1,C7H8_320"
ISOC7_0575_C7H8_272,ISOC7,0.1080289665765004,67.7892,"1,C7H8_272,-1,C7H8_320"
ISOC7_0576_C7H8_273,ISOC7,0.1073317659475327,67.3517,"1,C7H8_273,-1,C7H8_320"
ISOC7_0577_C7H8_274,ISOC7,0.1072857108659849,67.3228,"1,C7H8_274,-1,C7H8_320"
ISOC7_0578_C7H8_275,ISOC7,0.1062908254884659,66.6985,"1,C7H8_275,-1,C7H8_320"
ISOC7_0579_C7H8_276,ISOC7,0.1056894003059004,66.3211,"1,C7H8_276,-1,C7H8_320"
ISOC7_0580_C7H8_277,ISOC7,0.1054898814059078,66.1959,"1,C7H8_277,-1,C7H8_320"
ISOC7_0581_C7H8_278,ISOC7,0.1053443855946512,66.1046,"1,C7H8_278,-1,C7H8_320"
ISOC7_0582_C7H8_279,ISOC7,0.1052701237676572,66.058,"1,C7H8_279,-1,C7H8_320"
ISOC7_0583_C7H8_280,ISOC7,0.1045122069239154,65.5824,"1,C7H8_280,-1,C7H8_320"
ISOC7_0584_C7H8_281,ISOC7,0.1043794599241599,65.4991,"1,C7H8_281,-1,C7H8_320"
ISOC7_0585_C7H8_282,ISOC7,0.1042690233445314,65.4298,"1,C7H8_282,-1,C7H8_320"
ISOC7_0586_C7H8_283,ISOC7,0.1036817812147609,65.0613,"1,C7H8_283,-1,C7H8_320"
ISOC7_0587_C7H8_284,ISOC7,0.1036416224585323,65.0361,"1,C7H8_284,-1,C7H8_320"
ISOC7_0588_C7H8_285,ISOC7,0.1032621859562301,64.798,"1,C7H8_285,-1,C7H8_320"
ISOC7_0589_C7H8_286,ISOC7,0.1027009195298931,64.4458,"1,C7H8_286,-1,C7H8_320"
ISOC7_0590_C7H8_287,ISOC7,0.1025214800080148,64.3332,"1,C7H8_287,-1,C7H8_320"
ISOC7_0591_C7H8_288,ISOC7,0.1020317662862279,64.0259,"1,C7H8_288,-1,C7H8_320"
ISOC7_0592_C7H8_289,ISOC7,0.1018177456131528,63.8916,"1,C7H8_289,-1,C7H8_320"
ISOC7_0593_C7H8_290,ISOC7,0.1005280439696703,63.0823,"1,C7H8_290,-1,C7H8_320"
ISOC7_0594_C7H8_291,ISOC7,0.1003517916506673,62.9717,"1,C7H8_291,-1,C7H8_320"
ISOC7_0595_C7H8_292,ISOC7,0.1002424705920451,62.9031,"1,C7H8_292,-1,C7H8_320"
ISOC7_0596_C7H8_293,ISOC7,0.09993410871386168,62.7096,"1,C7H8_293,-1,C7H8_320"
ISOC7_0597_C7H8_294,ISOC7,0.09990765492999684,62.693,"1,C7H8_294,-1,C7H8_320"
ISOC7_0598_C7H8_295,ISOC7,0.09666435728411087,60.6578,"1,C7H8_295,-1,C7H8_320"
ISOC7_0599_C7H8_296,ISOC7,0.09644348412485389,60.5192,"1,C7H8_296,-1,C7H8_320"
ISOC7_0600_C7H8_297,ISOC7,0.09516764681387890,59.7186,"1,C7H8_297,-1,C7H8_320"
ISOC7_0601_C7H8_298,ISOC7,0.09489960305206776,59.5504,"1,C7H8_298,-1,C7H8_320"
ISOC7_0602_C7H8_299,ISOC7,0.09424622646263515,59.1404,"1,C7H8_299,-1,C7H8_320"
ISOC7_0603_C7H8_300,ISOC7,0.09361484157304198,58.7442,"1,C7H8_300,-1,C7H8_320"
ISOC7_0604_C7H8_301,ISOC7,0.08993250673108604,56.4335,"1,C7H8_301,-1,C7H8_320"
ISOC7_0605_C7H8_302,ISOC7,0.08905204193678965,55.881,"1,C7H8_302,-1,C7H8_320"
ISOC7_0606_C7H8_303,ISOC7,0.08581272829449778,53.8483,"1,C7H8_303,-1,C7H8_320"
ISOC7_0607_C7H8_304,ISOC7,0.08299587839332440,52.0807,"1,C7H8_304,-1,C7H8_320"
ISOC7_0608_C7H8_305,ISOC7,0.08098029129499668,50.8159,"1,C7H8_305,-1,C7H8_320"
ISOC7_0609_C7H8_306,ISOC7,0.08072404018382408,50.6551,"1,C7H8_306,-1,C7H8_320"
ISOC7_0610_C7H8_307,ISOC7,0.07270200990688549,45.6212,"1,C7H8_307,-1,C7H8_320"
ISOC7_0611_C7H8_308,ISOC7,0.07021901950689780,44.0631,"1,C7H8_308,-1,C7H8_320"
ISOC7_0612_C7H8_309,ISOC7,0.06828151887901446,42.8473,"1,C7H8_309,-1,C7H8_320"
ISOC7_0613_C7H8_310,ISOC7,0.06498706662698023,40.78,"1,C7H8_310,-1,C7H8_320"
ISOC7_0614_C7H8_311,ISOC7,0.06084147184710219,38.1786,"1,C7H8_311,-1,C7H8_320"
ISOC7_0615_C7H8_312,ISOC7,0.05787418597021555,36.3166,"1,C7H8_312,-1,C7H8_320"
ISOC7_0616_C7H8_313,ISOC7,0.05584808110239940,35.0452,"1,C7H8_313,-1,C7H8_320"
ISOC7_0617_C7H8_314,ISOC7,0.05425240798288995,34.0439,"1,C7H8_314,-1,C7H8_320"
ISOC7_0618_C7H8_315,ISOC7,0.05347998936606559,33.5592,"1,C7H8_315,-1,C7H8_320"
ISOC7_0619_C7H8_316,ISOC7,0.05223570536355588,32.7784,"1,C7H8_316,-1,C7H8_320"
ISOC7_0620_C7H8_317,ISOC7,0.05186439622858564,32.5454,"1,C7H8_317,-1,C7H8_320"
ISOC7_0621_C7H8_318,ISOC7,0.05042250564780850,31.6406,"1,C7H8_318,-1,C7H8_320"
ISOC7_0622_C7H8_319,ISOC7,0.04549859592578683,28.5508,"1,C7H8_319,-1,C7H8_320"
ISOC7_0623_C7H8_320,ISOC7,0e-42,0,"1,C7H8_320,-1,C7H8_320"
ISOC7_0624_C7H10_1,ISOC7,0.1541038087821381,96.7016,"1,C7H10_1,-1,C7H10_396"
ISOC7_0625_C7H10_2,ISOC7,0.1515808189860656,95.1184,"1,C7H10_2,-1,C7H10_396"
ISOC7_0626_C7H10_3,ISOC7,0.1502791653318008,94.3016,"1,C7H10_3,-1,C7H10_396"
ISOC7_0627_C7H10_4,ISOC7,0.1493038812519649,93.6896,"1,C7H10_4,-1,C7H10_396"
ISOC7_0628_C7H10_5,ISOC7,0.1492074683649876,93.6291,"1,C7H10_5,-1,C7H10_396"
ISOC7_0629_C7H10_6,ISOC7,0.1472372989076326,92.3928,"1,C7H10_6,-1,C7H10_396"
ISOC7_0630_C7H10_7,ISOC7,0.1462535687401771,91.7755,"1,C7H10_7,-1,C7H10_396"
ISOC7_0631_C7H10_8,ISOC7,0.1454331827200798,91.2607,"1,C7H10_8,-1,C7H10_396"
ISOC7_0632_C7H10_9,ISOC7,0.1452730257755969,91.1602,"1,C7H10_9,-1,C7H10_396"
ISOC7_0633_C7H10_10,ISOC7,0.1448284109744952,90.8812,"1,C7H10_10,-1,C7H10_396"
ISOC7_0634_C7H10_11,ISOC7,0.1447860211762540,90.8546,"1,C7H10_11,-1,C7H10_396"
ISOC7_0635_C7H10_12,ISOC7,0.1365604879957287,85.693,"1,C7H10_12,-1,C7H10_396"
ISOC7_0636_C7H10_13,ISOC7,0.1178603719257361,73.9585,"1,C7H10_13,-1,C7H10_396"
ISOC7_0637_C7H10_14,ISOC7,0.1176171883463521,73.8059,"1,C7H10_14,-1,C7H10_396"
ISOC7_0638_C7H10_15,ISOC7,0.1166474818715479,73.1974,"1,C7H10_15,-1,C7H10_396"
ISOC7_0639_C7H10_16,ISOC7,0.1163885216379313,73.0349,"1,C7H10_16,-1,C7H10_396"
ISOC7_0640_C7H10_17,ISOC7,0.1153703696794228,72.396,"1,C7H10_17,-1,C7H10_396"
ISOC7_0641_C7H10_18,ISOC7,0.1134134271140002,71.168,"1,C7H10_18,-1,C7H10_396"
ISOC7_0642_C7H10_19,ISOC7,0.1122080269865689,70.4116,"1,C7H10_19,-1,C7H10_396"
ISOC7_0643_C7H10_20,ISOC7,0.1101210465438349,69.102,"1,C7H10_20,-1,C7H10_396"
ISOC7_0644_C7H10_21,ISOC7,0.1093326919126341,68.6073,"1,C7H10_21,-1,C7H10_396"
ISOC7_0645_C7H10_22,ISOC7,0.1072683406103146,67.3119,"1,C7H10_22,-1,C7H10_396"
ISOC7_0646_C7H10_23,ISOC7,0.1043539623011576,65.4831,"1,C7H10_23,-1,C7H10_396"
ISOC7_0647_C7H10_24,ISOC7,0.1038876745205040,65.1905,"1,C7H10_24,-1,C7H10_396"
ISOC7_0648_C7H10_25,ISOC7,0.1033453719512750,64.8502,"1,C7H10_25,-1,C7H10_396"
ISOC7_0649_C7H10_26,ISOC7,0.1031082440573541,64.7014,"1,C7H10_26,-1,C7H10_396"
ISOC7_0650_C7H10_27,ISOC7,0.1026397252346877,64.4074,"1,C7H10_27,-1,C7H10_396"
ISOC7_0651_C7H10_28,ISOC7,0.1023530363360562,64.2275,"1,C7H10_28,-1,C7H10_396"
ISOC7_0652_C7H10_29,ISOC7,0.1022080186052309,64.1365,"1,C7H10_29,-1,C7H10_396"
ISOC7_0653_C7H10_30,ISOC7,0.1016991816661923,63.8172,"1,C7H10_30,-1,C7H10_396"
ISOC7_0654_C7H10_31,ISOC7,0.1008515450615113,63.2853,"1,C7H10_31,-1,C7H10_396"
ISOC7_0655_C7H10_32,ISOC7,0.1007667654650288,63.2321,"1,C7H10_32,-1,C7H10_396"
ISOC7_0656_C7H10_33,ISOC7,0.1003202383422020,62.9519,"1,C7H10_33,-1,C7H10_396"
ISOC7_0657_C7H10_34,ISOC7,0.1002236660950810,62.8913,"1,C7H10_34,-1,C7H10_396"
ISOC7_0658_C7H10_35,ISOC7,0.09938957510261991,62.3679,"1,C7H10_35,-1,C7H10_396"
ISOC7_0659_C7H10_36,ISOC7,0.09910878252930765,62.1917,"1,C7H10_36,-1,C7H10_396"
ISOC7_0660_C7H10_37,ISOC7,0.09907340457739203,62.1695,"1,C7H10_37,-1,C7H10_396"
ISOC7_0661_C7H10_38,ISOC7,0.09897778849113360,62.1095,"1,C7H10_38,-1,C7H10_396"
ISOC7_0662_C7H10_39,ISOC7,0.09879994257069292,61.9979,"1,C7H10_39,-1,C7H10_396"
ISOC7_0663_C7H10_40,ISOC7,0.09869476487580865,61.9319,"1,C7H10_40,-1,C7H10_396"
ISOC7_0664_C7H10_41,ISOC7,0.09841205998077122,61.7545,"1,C7H10_41,-1,C7H10_396"
ISOC7_0665_C7H10_42,ISOC7,0.09839787692797622,61.7456,"1,C7H10_42,-1,C7H10_396"
ISOC7_0666_C7H10_43,ISOC7,0.09833907303492729,61.7087,"1,C7H10_43,-1,C7H10_396"
ISOC7_0667_C7H10_44,ISOC7,0.09787023549197345,61.4145,"1,C7H10_44,-1,C7H10_396"
ISOC7_0668_C7H10_45,ISOC7,0.09767278827384979,61.2906,"1,C7H10_45,-1,C7H10_396"
ISOC7_0669_C7H10_46,ISOC7,0.09674435607628042,60.708,"1,C7H10_46,-1,C7H10_396"
ISOC7_0670_C7H10_47,ISOC7,0.09671869909313441,60.6919,"1,C7H10_47,-1,C7H10_396"
ISOC7_0671_C7H10_48,ISOC7,0.09665591119649137,60.6525,"1,C7H10_48,-1,C7H10_396"
ISOC7_0672_C7H10_49,ISOC7,0.09652874180176766,60.5727,"1,C7H10_49,-1,C7H10_396"
ISOC7_0673_C7H10_50,ISOC7,0.09630898416351703,60.4348,"1,C7H10_50,-1,C7H10_396"
ISOC7_0674_C7H10_51,ISOC7,0.09601910806201022,60.2529,"1,C7H10_51,-1,C7H10_396"
ISOC7_0675_C7H10_52,ISOC7,0.09591902989172640,60.1901,"1,C7H10_52,-1,C7H10_396"
ISOC7_0676_C7H10_53,ISOC7,0.09540557150851862,59.8679,"1,C7H10_53,-1,C7H10_396"
ISOC7_0677_C7H10_54,ISOC7,0.09525561361323665,59.7738,"1,C7H10_54,-1,C7H10_396"
ISOC7_0678_C7H10_55,ISOC7,0.09525194832993008,59.7715,"1,C7H10_55,-1,C7H10_396"
ISOC7_0679_C7H10_56,ISOC7,0.09520892109111378,59.7445,"1,C7H10_56,-1,C7H10_396"
ISOC7_0680_C7H10_57,ISOC7,0.09480048104264652,59.4882,"1,C7H10_57,-1,C7H10_396"
ISOC7_0681_C7H10_58,ISOC7,0.09416033134514633,59.0865,"1,C7H10_58,-1,C7H10_396"
ISOC7_0682_C7H10_59,ISOC7,0.09388400085585946,58.9131,"1,C7H10_59,-1,C7H10_396"
ISOC7_0683_C7H10_60,ISOC7,0.09370201157168091,58.7989,"1,C7H10_60,-1,C7H10_396"
ISOC7_0684_C7H10_61,ISOC7,0.09355540023941799,58.7069,"1,C7H10_61,-1,C7H10_396"
ISOC7_0685_C7H10_62,ISOC7,0.09283939511348610,58.2576,"1,C7H10_62,-1,C7H10_396"
ISOC7_0686_C7H10_63,ISOC7,0.09281134772818363,58.24,"1,C7H10_63,-1,C7H10_396"
ISOC7_0687_C7H10_64,ISOC7,0.09247015766038479,58.0259,"1,C7H10_64,-1,C7H10_396"
ISOC7_0688_C7H10_65,ISOC7,0.09223494208818905,57.8783,"1,C7H10_65,-1,C7H10_396"
ISOC7_0689_C7H10_66,ISOC7,0.09183813533021657,57.6293,"1,C7H10_66,-1,C7H10_396"
ISOC7_0690_C7H10_67,ISOC7,0.09142507383758014,57.3701,"1,C7H10_67,-1,C7H10_396"
ISOC7_0691_C7H10_68,ISOC7,0.09115750815620030,57.2022,"1,C7H10_68,-1,C7H10_396"
ISOC7_0692_C7H10_69,ISOC7,0.09103559764622080,57.1257,"1,C7H10_69,-1,C7H10_396"
ISOC7_0693_C7H10_70,ISOC7,0.09095894541707029,57.0776,"1,C7H10_70,-1,C7H10_396"
ISOC7_0694_C7H10_71,ISOC7,0.09091751177969164,57.0516,"1,C7H10_71,-1,C7H10_396"
ISOC7_0695_C7H10_72,ISOC7,0.09077249404886635,56.9606,"1,C7H10_72,-1,C7H10_396"
ISOC7_0696_C7H10_73,ISOC7,0.09044198111069971,56.7532,"1,C7H10_73,-1,C7H10_396"
ISOC7_0697_C7H10_74,ISOC7,0.09019497288786543,56.5982,"1,C7H10_74,-1,C7H10_396"
ISOC7_0698_C7H10_75,ISOC7,0.09015959493594981,56.576,"1,C7H10_75,-1,C7H10_396"
ISOC7_0699_C7H10_76,ISOC7,0.08988262700608789,56.4022,"1,C7H10_76,-1,C7H10_396"
ISOC7_0700_C7H10_77,ISOC7,0.08957920529236114,56.2118,"1,C7H10_77,-1,C7H10_396"
ISOC7_0701_C7H10_78,ISOC7,0.08930207800235545,56.0379,"1,C7H10_78,-1,C7H10_396"
ISOC7_0702_C7H10_79,ISOC7,0.08928040502280354,56.0243,"1,C7H10_79,-1,C7H10_396"
ISOC7_0703_C7H10_80,ISOC7,0.08893124694781650,55.8052,"1,C7H10_80,-1,C7H10_396"
ISOC7_0704_C7H10_81,ISOC7,0.08817811090838759,55.3326,"1,C7H10_81,-1,C7H10_396"
ISOC7_0705_C7H10_82,ISOC7,0.08810687692412506,55.2879,"1,C7H10_82,-1,C7H10_396"
ISOC7_0706_C7H10_83,ISOC7,0.08804488582820085,55.249,"1,C7H10_83,-1,C7H10_396"
ISOC7_0707_C7H10_84,ISOC7,0.08804361094705073,55.2482,"1,C7H10_84,-1,C7H10_396"
ISOC7_0708_C7H10_85,ISOC7,0.08796823359905034,55.2009,"1,C7H10_85,-1,C7H10_396"
ISOC7_0709_C7H10_86,ISOC7,0.08795835327013697,55.1947,"1,C7H10_86,-1,C7H10_396"
ISOC7_0710_C7H10_87,ISOC7,0.08793668029058506,55.1811,"1,C7H10_87,-1,C7H10_396"
ISOC7_0711_C7H10_88,ISOC7,0.08768090725984375,55.0206,"1,C7H10_88,-1,C7H10_396"
ISOC7_0712_C7H10_89,ISOC7,0.08758098844970369,54.9579,"1,C7H10_89,-1,C7H10_396"
ISOC7_0713_C7H10_90,ISOC7,0.08690259231770013,54.5322,"1,C7H10_90,-1,C7H10_396"
ISOC7_0714_C7H10_91,ISOC7,0.08675343122313697,54.4386,"1,C7H10_91,-1,C7H10_396"
ISOC7_0715_C7H10_92,ISOC7,0.08637797872442887,54.203,"1,C7H10_92,-1,C7H10_396"
ISOC7_0716_C7H10_93,ISOC7,0.08625049060941763,54.123,"1,C7H10_93,-1,C7H10_396"
ISOC7_0717_C7H10_94,ISOC7,0.08600921935175885,53.9716,"1,C7H10_94,-1,C7H10_396"
ISOC7_0718_C7H10_95,ISOC7,0.08558436520848389,53.705,"1,C7H10_95,-1,C7H10_396"
ISOC7_0719_C7H10_96,ISOC7,0.08550388833588304,53.6545,"1,C7H10_96,-1,C7H10_396"
ISOC7_0720_C7H10_97,ISOC7,0.08521576519595764,53.4737,"1,C7H10_97,-1,C7H10_396"
ISOC7_0721_C7H10_98,ISOC7,0.08432557943289165,52.9151,"1,C7H10_98,-1,C7H10_396"
ISOC7_0722_C7H10_99,ISOC7,0.08398136152236130,52.6991,"1,C7H10_99,-1,C7H10_396"
ISOC7_0723_C7H10_100,ISOC7,0.08376686276885488,52.5645,"1,C7H10_100,-1,C7H10_396"
ISOC7_0724_C7H10_101,ISOC7,0.08374789891174696,52.5526,"1,C7H10_101,-1,C7H10_396"
ISOC7_0725_C7H10_102,ISOC7,0.08371777984457555,52.5337,"1,C7H10_102,-1,C7H10_396"
ISOC7_0726_C7H10_103,ISOC7,0.08345499496750863,52.3688,"1,C7H10_103,-1,C7H10_396"
ISOC7_0727_C7H10_104,ISOC7,0.08326519703628565,52.2497,"1,C7H10_104,-1,C7H10_396"
ISOC7_0728_C7H10_105,ISOC7,0.08323985877342716,52.2338,"1,C7H10_105,-1,C7H10_396"
ISOC7_0729_C7H10_106,ISOC7,0.08288337013182698,52.0101,"1,C7H10_106,-1,C7H10_396"
ISOC7_0730_C7H10_107,ISOC7,0.08226776189646645,51.6238,"1,C7H10_107,-1,C7H10_396"
ISOC7_0731_C7H10_108,ISOC7,0.08226075005014083,51.6194,"1,C7H10_108,-1,C7H10_396"
ISOC7_0732_C7H10_109,ISOC7,0.08211923824247835,51.5306,"1,C7H10_109,-1,C7H10_396"
ISOC7_0733_C7H10_110,ISOC7,0.08192497822722997,51.4087,"1,C7H10_110,-1,C7H10_396"
ISOC7_0734_C7H10_111,ISOC7,0.08188625371229531,51.3844,"1,C7H10_111,-1,C7H10_396"
ISOC7_0735_C7H10_112,ISOC7,0.08188083546740733,51.381,"1,C7H10_112,-1,C7H10_396"
