Unnamed: 0,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
BH9_04_66R1,-347.0272814532,-346.9387110904,-346.7058948929,-346.751271297,-346.63442572,-346.9009459705,-346.7884738846,-346.8498057414,-346.6921026962,-346.5190737775,-347.3694715745,-346.826503512,-346.6888840669,-346.7876132221,-346.8236326172,-346.320367514549
BH9_04_66R2,-344.9150715452,-344.8147128997,-344.5875329912,-344.6302408775,-344.50548776,-344.7821813429,-344.6682089145,-344.7430859811,-344.5720262328,-344.4057897426,-345.2474302211,-344.7200584585,-344.5791191439,-344.6600975351,-344.7218085418,-344.204845380387
BH9_04_66TS,-691.9284373183,-691.7374805195,-691.276218102,-691.3621047726,-691.1249299,-691.6653942536,-691.4411926337,-691.5751687827,-691.2481958278,-690.9108609008,-692.6032606187,-691.5282205673,-691.253065389,-691.4339657566,-691.5331127774,-690.506998054286
BH9_04_67P1,-588.0546107294,-587.8831803404,-587.5521337062,-587.6221619542,-587.48623687,-587.8247085692,-587.6599820724,-587.700723518,-587.5200415354,-587.2248062331,-588.6039603214,-587.6716753915,-587.4895712976,-587.705598377,-587.7000131788,-586.910840419546
BH9_04_67P2,-386.383457842,-386.2844847381,-386.0231616034,-386.0726952819,-385.938703,-386.2418755833,-386.1160937642,-386.1913849314,-386.0077968982,-385.8168832228,-386.766193095,-386.1634605554,-386.0086325731,-386.1107067984,-386.1591055517,-385.592667840416
BH9_04_67R1,-588.6949030537,-588.5193464694,-588.1895918047,-588.2585895448,-588.12383552,-588.465205132,-588.2994049964,-588.3443774285,-588.1604075108,-587.8591900404,-589.2406885098,-588.3112305946,-588.1238507436,-588.3402462017,-588.3379114699,-587.553065936315
BH9_04_67R2,-385.738530727,-385.6443974295,-385.3836638042,-385.4331049341,-385.29857186,-385.5964003954,-385.4707585528,-385.5416122668,-385.3649471206,-385.1768389808,-386.1236359664,-385.5196354333,-385.3707049055,-385.4723582144,-385.5174403386,-384.939949035204
BH9_04_67TS,-974.4356486046,-974.1539787135,-973.5633031119,-973.6801396315,-973.42185013,-974.062023649,-973.7725297335,-973.8841496851,-973.5263795017,-973.0317975406,-975.3597293269,-973.8194647789,-973.4928857152,-973.8120385032,-973.853127931,-972.499467391534
BH9_04_68P1,-845.362960711,-845.2860537171,-844.8926445912,-845.0782041764,-844.92379211,-845.2220959571,-845.0908072429,-845.1563430184,-844.9647448652,-844.6593601145,-846.1084754476,-845.1502845136,-844.9680957378,-845.0867425215,-845.0799426292,-844.253149046269
BH9_04_68P2,-588.6949030962,-588.5193465101,-588.1895918703,-588.2585894205,-588.12383573,-588.4652049985,-588.2994048907,-588.3443773607,-588.16040747,-587.8591899924,-589.2406883657,-588.3112306186,-588.1238505581,-588.3402461872,-588.3379115038,-587.553066099002
BH9_04_68R1,-846.0059427277,-845.9241618873,-845.5304421678,-845.7161582751,-845.56188922,-845.8658467238,-845.7341495901,-845.804137971,-845.6056961612,-845.2973277303,-846.7488408525,-845.7922019876,-845.6043083449,-845.7234017849,-845.7199820226,-844.904463729947
BH9_04_68R2,-588.0546107543,-587.8831803462,-587.5521336629,-587.6221619801,-587.48623686,-587.8247086274,-587.6599821073,-587.7007235543,-587.5200415747,-587.2248062972,-588.6039603877,-587.6716754344,-587.48957137,-587.7055983905,-587.7000131863,-586.910840459808
BH9_04_68TS,-1434.0609658455,-1433.7933479871,-1433.0713381146,-1433.3236033369,-1433.04721794,-1433.6878946938,-1433.3929108762,-1433.4992472921,-1433.1269890602,-1432.5128587543,-1435.3438047611,-1433.4486792966,-1433.0899578814,-1433.4271936773,-1433.4162445042,-1431.81388461081
BH9_04_69P,-525.6131541161,-525.4773846433,-525.0963350001,-525.1626208572,-524.93738673,-525.4136512453,-525.2286441841,-525.3778058606,-525.0617966922,-524.8195261862,-526.1349544857,-525.3462565202,-525.1004238177,-525.1957230895,-525.3292530244,-524.50518200679
BH9_04_69R,-525.6011708685,-525.4676303569,-525.0830744528,-525.1521647682,-524.92825955,-525.4022696473,-525.2181150808,-525.3686022678,-525.0538262571,-524.8108590665,-526.1240208935,-525.3339503144,-525.0905763435,-525.1848502453,-525.3173898519,-524.49618130354
BH9_04_69TS,-525.5829296606,-525.4515788401,-525.0648534117,-525.133378747,-524.90690173,-525.3823881655,-525.1973478538,-525.3458485964,-525.0302249565,-524.7961514588,-526.1075882041,-525.3156713303,-525.0726348683,-525.1643778382,-525.2981787838,-524.475753854145
BH9_04_6P1,-264.4550453172,-264.3922333565,-264.2345321254,-264.2733243951,-264.20248433,-264.3503728778,-264.272313089,-264.3046920688,-264.2134830147,-264.0916670491,-264.6980343999,-264.2954523341,-264.2123276886,-264.2843140188,-264.3000189439,-263.956843051456
BH9_04_6P2,-229.26061273,-229.2059388778,-229.0789424772,-229.1123618839,-229.0615248,-229.1717942371,-229.1089476597,-229.1264266119,-229.0612006307,-228.9458943702,-229.4649870348,-229.1207193406,-229.0462002265,-229.1196113881,-229.1253986054,-228.844732928605
BH9_04_6R1,-265.1299612524,-265.0636441516,-264.9067493982,-264.9432167467,-264.87070972,-265.0226387873,-264.9434729191,-264.9796427385,-264.8822481641,-264.7597323263,-265.3705507431,-264.971756516,-264.8771983473,-264.9527146376,-264.9739002986,-264.629642856767
BH9_04_6R2,-228.591350073,-228.5396872426,-228.4121519713,-228.4477058725,-228.39828861,-228.5057314843,-228.443532862,-228.4566199821,-228.3969607456,-228.282440958,-228.7972668844,-228.4497646249,-228.3858907469,-228.4570200057,-228.4571212695,-228.177309062112
BH9_04_6TS,-493.7130274995,-493.5932386315,-493.3081592697,-493.3811814978,-493.25947306,-493.5182847361,-493.3781542995,-493.4261159447,-493.2684764069,-493.0368332059,-494.1592028577,-493.4116618874,-493.2561826499,-493.4012534209,-493.4241461394,-492.798714943934
BH9_04_70P1,-570.4880440892,-570.3344848769,-569.9769438111,-570.0583652773,-569.90057435,-570.2657591885,-570.0963378118,-570.1665507345,-569.9543391673,-569.6770688409,-571.0288122047,-570.1317884911,-569.9386446906,-570.1186839654,-570.1476152751,-569.366059667322
BH9_04_70P2,-233.8434930535,-233.794609694,-233.6300215961,-233.6675948496,-233.57961069,-233.7556418808,-233.6778111456,-233.7346875269,-233.6154749005,-233.5044635691,-234.0665520463,-233.7254985829,-233.6214102642,-233.6634028979,-233.7150948168,-233.383845415035
BH9_04_70R1,-571.144345665,-570.9873417121,-570.6298558266,-570.7105115381,-570.55149932,-570.9198808291,-570.7503534661,-570.8233288636,-570.6066035292,-570.3276870195,-571.6826050113,-570.790246603,-570.588089766,-570.7689671976,-570.8039155713,-570.022684526397
BH9_04_70R2,-233.1638736702,-233.1196838037,-232.9566532264,-232.9932147847,-232.90417538,-233.0773660178,-233.0004911338,-233.0523186502,-232.9389178995,-232.831819531,-233.3912461732,-233.0483644892,-232.9514497567,-232.9908150805,-233.0388815178,-232.704587629174
BH9_04_70TS,-804.3054553738,-804.1002868802,-803.5769967646,-803.6951829725,-803.45295807,-803.991466388,-803.7470377713,-803.870395013,-803.5421430208,-803.155055613,-805.0686015177,-803.8276147888,-803.534012525599,-803.7555739959,-803.8384193438,-802.721169052553
BH9_04_71P1,-570.4880440991,-570.3344848926,-569.9769438183,-570.0583652819,-569.90057433,-570.2657592048,-570.0963378176,-570.1665507223,-569.9543391683,-569.6770688327,-571.0288122168,-570.1317884893,-569.9386446968,-570.1186839709,-570.1476152685,-569.366059666965
BH9_04_71P2,-309.0312639889,-308.9608336408,-308.7608706351,-308.8125272489,-308.72029636,-308.9094747641,-308.8171483036,-308.8697706851,-308.7456910041,-308.5932694737,-309.3138745182,-308.8586004598,-308.7371251853,-308.813877677,-308.8575933192,-308.446735488388
BH9_04_71R1,-571.1443455424,-570.9873411892,-570.6298551198,-570.7105117468,-570.55149942,-570.9198812006,-570.7503539853,-570.8233295001,-570.6066035996,-570.3276871555,-571.6826051213,-570.7902468937,-570.5880901055,-570.7689675704,-570.8039159396,-570.02268417628
BH9_04_71R2,-308.3909392589,-308.32263795,-308.1242161585,-308.1761664905,-308.0812365,-308.2694322369,-308.1770828083,-308.2252551877,-308.1052310634,-307.9588273585,-308.6762329908,-308.2188595442,-308.103013427,-308.1788836289,-308.2205869072,-307.803627916395
BH9_04_71TS,-879.5118627278,-879.2813695688,-878.7242578313,-878.8564550806,-878.6103333,-879.1645027552,-878.904489514,-879.0229636538,-878.6897309929,-878.2603579702,-880.3317023869,-878.9761118128,-878.666248037699,-878.9243652171,-878.9992429544,-877.80312343717
BH9_04_72P,-640.0086996129,-639.8388670907,-639.3780586345,-639.4571050994,-639.19761335,-639.7683974985,-639.5473474876,-639.7094305623,-639.3468175928,-639.0395757789,-640.6502825944,-639.6623791447,-639.3779780545,-639.5219613968,-639.6502720832,-638.652409684452
BH9_04_72R,-639.9957835057,-639.8285831766,-639.363935632,-639.4459055651,-639.18791201,-639.7560315248,-639.5364183229,-639.699397822,-639.3373847051,-639.0303100621,-640.6383371596,-639.6498940729,-639.3674174886,-639.5102693205,-639.6375802166,-638.642378735556
BH9_04_72TS,-639.9785585033,-639.8094332331,-639.3456548521,-639.4251168195,-639.16688926,-639.7363865407,-639.5170900299,-639.6784776315,-639.3164072254,-639.0134629185,-640.6218728459,-639.6301724241,-639.348667509,-639.4911107182,-639.6195506061,-638.623045863184
BH9_04_73P1,-853.1216000761,-852.8773945249,-852.4125815622,-852.5264632881,-852.33323302,-852.7887016709,-852.5512189159,-852.6167645632,-852.3544346103,-851.9230582509,-853.8807706054,-852.5734702334,-852.3090910044,-852.5994985657,-852.6145612965,-851.51971167207
BH9_04_73P2,-264.7494962907,-264.680850067,-264.522566591,-264.562727318,-264.49429741,-264.6449157533,-264.5680507223,-264.6002407305,-264.5035280153,-264.3743230072,-264.987046085,-264.5877446488,-264.4921807683,-264.5755896728,-264.5905059868,-264.247905181083
BH9_04_73R1,-853.7907345509,-853.5433094419,-853.0790968796,-853.1911262684,-852.99638584,-853.4547411536,-853.2164648773,-853.2864151109,-853.0184584399,-852.5862582085,-854.5482523657,-853.2443024264,-852.969355421499,-853.26223564,-853.2830711688,-852.186723743974
BH9_04_73R2,-264.1072452013,-264.044722997,-263.8857612652,-263.9273802931,-263.85827818,-264.0069372151,-263.9299662001,-263.9576745,-263.8679396134,-263.7403055514,-264.3504797219,-263.9454772526,-263.8595182356,-263.9408916821,-263.9503185011,-263.605054305782
BH9_04_73TS,-1117.8530654505,-1117.5395402008,-1116.9156293088,-1117.0693651203,-1116.80936937,-1117.4147709956,-1117.101355463,-1117.1972989047,-1116.8393450415,-1116.282896665,-1118.8511666455,-1117.1415763727,-1116.7849853639,-1117.1573361691,-1117.1884290865,-1115.74919667089
BH9_04_74P1,-480.4236940918,-480.3041521155,-479.9828791905,-480.0463686864,-479.87952264,-480.2475038285,-480.0953807751,-480.1815391992,-479.9644221012,-479.7243944122,-480.8989003054,-480.1465613766,-479.961555956,-480.0886771803,-480.1460728202,-479.445070209422
BH9_04_74P2,-309.0312639864,-308.960833637,-308.7608706304,-308.8125272472,-308.72029636,-308.9094747591,-308.8171483013,-308.8697706864,-308.7456910034,-308.5932694748,-309.3138745155,-308.858600459,-308.7371251834,-308.8138776746,-308.8575933185,-308.446735486954
BH9_04_74R1,-481.0782415706,-480.9552462544,-480.6333110866,-480.6960484727,-480.52885698,-480.8996489799,-480.7473169485,-480.8365215745,-480.6146270027,-480.3731867789,-481.5507008461,-480.8031401431,-480.6092461113,-480.7367872765,-480.7999737179,-480.100201828339
BH9_04_74R2,-308.3909392536,-308.3226379768,-308.1242160785,-308.1761665367,-308.08123628,-308.2694322654,-308.1770828097,-308.225255104,-308.1052310068,-307.9588273708,-308.6762330893,-308.2188595286,-308.103013508,-308.1788836105,-308.2205868334,-307.803627961785
BH9_04_74TS,-789.4499354613,-789.2550784113,-788.7337325644,-788.8471796787,-788.59259014,-789.1492260119,-788.9062748598,-789.0412079856,-788.7031742904,-788.3111959774,-790.2054366277,-788.9939910217,-788.692676201799,-788.896636744,-788.999942083,-787.884863504913
BH9_04_75P1,-500.3528685084,-500.227984098,-499.9074138421,-499.9722325771,-499.81373056,-500.1680838933,-500.0127284593,-500.0898920041,-499.88363101,-499.6337873426,-500.8397752292,-500.0625241883,-499.8773066291,-500.016327984,-500.0654334978,-499.347579546659
BH9_04_75P2,-588.6949030061,-588.5193465023,-588.1895918593,-588.258589426,-588.12383568,-588.465204996,-588.299404912,-588.3443773817,-588.1604074387,-587.8591899561,-589.2406883409,-588.3112305877,-588.123850550499,-588.3402461618,-588.3379114891,-587.553066012462
BH9_04_75R1,-500.9889287695,-500.8593279977,-500.5375253318,-500.6034102245,-500.44526851,-500.8047480113,-500.6488731661,-500.7304521528,-500.5180337147,-500.2651167791,-501.4732685652,-500.6977342341,-500.5075039033,-500.6460122761,-500.698668051,-499.990651580925
BH9_04_75R2,-588.0546105192,-587.8831805464,-587.552133947,-587.6221616587,-587.48623741,-587.8247082737,-587.659981965,-587.70072345,-587.5200413604,-587.2248059979,-588.6039597154,-587.6716755353,-587.489570671,-587.7055983308,-587.7000134131,-586.91084065049
BH9_04_75TS,-1089.0505544034,-1088.7347018086,-1088.0851046565,-1088.216924092,-1087.93745,-1088.6330764925,-1088.3139030492,-1088.4324023075,-1088.0457945801,-1087.4867448837,-1090.0748306699,-1088.3603527391,-1087.9991064666,-1088.3563471517,-1088.4013704849,-1086.90882865391
BH9_04_76P,-1241.9728606139,-1241.7579424934,-1241.1104524365,-1241.3417938995,-1241.05896878,-1241.6548254789,-1241.3819647703,-1241.5105468263,-1241.1288179984,-1240.6213176448,-1243.0954465593,-1241.4813258202,-1241.1444736356,-1241.3884994081,-1241.4394191261,-1240.0160366331
BH9_04_76R,-1241.966958201,-1241.7602755084,-1241.1099037764,-1241.3396236603,-1241.05044485,-1241.6473088443,-1241.3718002291,-1241.5007383567,-1241.1183178901,-1240.6197073983,-1243.0940512164,-1241.4820145416,-1241.1397201521,-1241.3806923628,-1241.4329182748,-1240.00867304545
BH9_04_76TS,-1241.9451746725,-1241.7279079479,-1241.0812641907,-1241.3085209492,-1241.02626445,-1241.6242906781,-1241.3510594602,-1241.4782444645,-1241.0958907325,-1240.592717378,-1243.0675709276,-1241.4509566698,-1241.113837609,-1241.3583991287,-1241.4104670401,-1239.98675635016
BH9_04_77P1,-425.0394320682,-424.9316849701,-424.642590306,-424.6966997226,-424.54473981,-424.8836074736,-424.7433435685,-424.8263308729,-424.6226356848,-424.4148661658,-425.4618755349,-424.8006736843,-424.6321533014,-424.7397670266,-424.7966112047,-424.164761602557
BH9_04_77P2,-345.5840573007,-345.4810775284,-345.2537923067,-345.2949434598,-345.16849587,-345.4485585739,-345.3337790214,-345.4126731907,-345.2350298038,-345.0684685399,-345.9137789196,-345.3910271753,-345.2392601648,-345.3229853555,-345.3900437022,-344.872677592096
BH9_04_77R1,-425.7189116283,-425.606064215,-425.3156299523,-425.3707119719,-425.2200925,-425.5618314933,-425.4206213094,-425.5085748256,-425.2989581645,-425.0871892386,-426.1367448017,-425.477530289,-425.3019763054,-425.41228318,-425.4727481783,-424.844003807416
BH9_04_77R2,-344.9150715328,-344.8147128993,-344.5875329973,-344.6302408832,-344.50548775,-344.7821813481,-344.6682089153,-344.7430859791,-344.5720262372,-344.4057897399,-345.2474302131,-344.7200584548,-344.5791191546,-344.6600975305,-344.7218085341,-344.204845374111
BH9_04_77TS,-770.6207013753,-770.4031884688,-769.8846871416,-769.9800923422,-769.7100645,-770.3260337438,-770.0724763178,-770.2327481847,-769.8544275555,-769.4774956429,-771.368811287,-770.1777902435,-769.8649181617,-770.0584532372,-770.1819956518,-769.031027076662
BH9_04_78P,-1225.9407404198,-1225.7335952754,-1225.0862196195,-1225.3143377038,-1225.02748534,-1225.633996161,-1225.3595605363,-1225.4984780805,-1225.1109891361,-1224.6085412813,-1227.0575041722,-1225.4683825874,-1225.1308989946,-1225.3591275478,-1225.4203197594,-1223.99719544791
BH9_04_78R,-1225.9165952304,-1225.7121726602,-1225.0625581712,-1225.2901690647,-1225.0004633,-1225.606906474,-1225.3314649037,-1225.4689117078,-1225.0810173894,-1224.5846238415,-1227.0330177458,-1225.4454619692,-1225.1047752331,-1225.3336699994,-1225.3959739117,-1223.9792853114
BH9_04_78TS,-1225.8963194267,-1225.6891092866,-1225.0397834163,-1225.2657657811,-1224.97885874,-1225.5864246251,-1225.3125865003,-1225.4488449674,-1225.0600580501,-1224.5652810961,-1227.0126613535,-1225.4211941126,-1225.0844116005,-1225.3114898056,-1225.3736119119,-1223.95694867516
BH9_04_79P1,-888.349863311,-888.0680175465,-887.574985153,-887.6818155255,-887.46784993,-888.003361348,-887.7489417076,-887.8295891701,-887.5291586005,-887.0784520259,-889.1556984044,-887.7720519825,-887.4874739117,-887.79307234,-887.8160303937,-886.621463394229
BH9_04_79P2,-119.2161559733,-119.2034611509,-119.0984827093,-119.1188837016,-119.05131652,-119.1712155367,-119.126013131,-119.1747348249,-119.0876838875,-119.0381009317,-119.3427415594,-119.1724082369,-119.1025523038,-119.1068776766,-119.155703456,-118.965194013318
BH9_04_79R1,-889.0274861743,-888.7427872154,-888.2501089988,-888.3547711798,-888.1395303,-888.6782562556,-888.4224401941,-888.5075329252,-888.2020159318,-887.7498500028,-889.8322281302,-888.4516387272,-888.1558138577,-888.4642840631,-888.4928491036,-887.296354072472
BH9_04_79R2,-118.5466538423,-118.5376186498,-118.4319964559,-118.4550140155,-118.38842866,-118.5047360402,-118.4605340164,-118.5052063594,-118.4239452604,-118.3758636654,-118.6756823681,-118.5017711528,-118.4432977703,-118.4444602897,-118.487821838,-118.298047924477
BH9_04_79TS,-1007.5484607787,-1007.246240159,-1006.6501293833,-1006.7765136289,-1006.49984676,-1007.1546629756,-1006.8565174572,-1006.9840773629,-1006.5971125715,-1006.0962137916,-1008.4785194089,-1006.9212261821,-1006.5700098531,-1006.8828687202,-1006.9559338946,-1005.56797664383
BH9_04_7P1,-264.4286133313,-264.3661532693,-264.2066198016,-264.2465549032,-264.17650477,-264.3246201829,-264.2468944543,-264.2772421696,-264.1880794208,-264.0637515326,-264.6721702465,-264.2703811267,-264.1849865773,-264.2584105456,-264.2730605042,-263.926425579134
BH9_04_7P2,-229.2606127577,-229.2059389176,-229.0789423558,-229.1123617927,-229.06152495,-229.1717940983,-229.1089475635,-229.1264265077,-229.061200582,-228.9458943545,-229.4649869224,-229.1207192914,-229.0462000705,-229.11961138,-229.1253986411,-228.844733021633
BH9_04_7R1,-265.0962963996,-265.0285366278,-264.8707268375,-264.9079193388,-264.83719881,-264.9899732773,-264.9121854524,-264.9465571701,-264.8487794032,-264.7231207203,-265.3355857831,-264.9373833583,-264.8411460348,-264.919044587,-264.9388996079,-264.596241853218
BH9_04_7R2,-228.5913500752,-228.5396872424,-228.4121519718,-228.4477058734,-228.39828861,-228.5057314876,-228.4435328636,-228.4566199831,-228.3969607471,-228.2824409576,-228.797266886,-228.4497646249,-228.3858907489,-228.4570200071,-228.4571212693,-228.177309122032
BH9_04_7TS,-493.6835808494,-493.5632962711,-493.2765541615,-493.3507687891,-493.2310967,-493.4899449754,-493.3510761298,-493.3971562269,-493.2402693456,-493.0059895108,-494.1292614112,-493.381835461,-493.2254901565,-493.3720686124,-493.3936160492,-492.768672252506
BH9_04_80P1,-820.0664129036,-819.9830941098,-819.571519079,-819.7351296883,-819.53976505,-819.9030174435,-819.7384693467,-819.8300573714,-819.5709000016,-819.2619519761,-820.8270282483,-819.8153904735,-819.6011726458,-819.7231320292,-819.7667567883,-818.857441935326
BH9_04_80P2,-347.0272814532,-346.9387110904,-346.7058948929,-346.751271297,-346.63442572,-346.9009459705,-346.7884738846,-346.8498057414,-346.6921026962,-346.5190737775,-347.3694715745,-346.826503512,-346.6888840669,-346.7876132221,-346.8236326172,-346.320367514509
BH9_04_80R1,-820.7243330437,-820.6385129715,-820.2262673895,-820.3887711013,-820.19268043,-820.5585406314,-820.3936683571,-820.4882693359,-820.2248553514,-819.9147229285,-821.4831403283,-820.4755679962,-820.2523411424,-820.3748673582,-820.4242808114,-819.5144843474
BH9_04_80R2,-346.3485926088,-346.2650184809,-346.0333142162,-346.0784076332,-345.9609306,-346.2230512877,-346.1121477459,-346.1690222128,-346.016871872,-345.8480246084,-346.6954334766,-346.1504746245,-346.0204636237,-346.1164272037,-346.1486312769,-345.641640703812
BH9_04_80TS,-1167.0743535419,-1166.8969625248,-1166.253386669,-1166.4606554428,-1166.15443794,-1166.780973164,-1166.5073440293,-1166.656707223,-1166.2432311157,-1165.759924714,-1168.1755685092,-1166.6173216896,-1166.2705741673,-1166.4924187369,-1166.5740079451,-1165.15534677446
BH9_04_81P1,-820.066412895,-819.9830941196,-819.5715190236,-819.7351296956,-819.53976504,-819.903017431,-819.7384693262,-819.8300573539,-819.5708999943,-819.2619519784,-820.8270282359,-819.8153904696,-819.6011726409,-819.7231320228,-819.7667567773,-818.857441924751
BH9_04_81P2,-551.6935715497,-551.5386092879,-551.2097466035,-551.2900681924,-551.15778306,-551.4774676462,-551.3183177906,-551.3696738792,-551.187941368,-550.9151341097,-552.2017465123,-551.3418469694,-551.1598603336,-551.3496295602,-551.3614578988,-550.635473401599
BH9_04_81R1,-820.7243330215,-820.6385130062,-820.2262674379,-820.3887711544,-820.19268042,-820.5585406355,-820.3936683716,-820.4882693507,-820.2248553907,-819.9147229654,-821.4831403614,-820.4755680245,-820.2523411736,-820.3748673592,-820.4242808144,-819.514484321843
BH9_04_81R2,-551.0145682027,-550.8643975366,-550.5365943026,-550.6167463554,-550.48387295,-550.7992141554,-550.64153881,-550.6883788426,-550.5121899578,-550.2435457268,-551.5271093575,-550.6653760471,-550.4909833263,-550.6780696075,-550.686065078,-549.954199245959
BH9_04_81TS,-1371.7435204521,-1371.4994732039,-1370.7597346702,-1371.0018716957,-1370.68045207,-1371.3599982221,-1371.0395628763,-1371.1788310984,-1370.7414126262,-1370.1583039994,-1373.0104403642,-1371.1350687421,-1370.7440684692,-1371.0572355342,-1371.1145756289,-1369.47175004816
BH9_04_82P1,-495.9880483202,-495.8618286653,-495.5903297315,-495.6607343749,-495.5498664,-495.8012120871,-495.6644917217,-495.6967333761,-495.5584893985,-495.3057712999,-496.4344256853,-495.6797677862,-495.5295213126,-495.6898917744,-495.6983618496,-495.074826836721
BH9_04_82P2,-889.0274925524,-888.7439044777,-888.2514458644,-888.3560900086,-888.14021578,-888.6799362744,-888.4232889843,-888.5090092028,-888.2026519108,-887.7504469501,-889.8329963546,-888.4528463456,-888.1565209164,-888.46416442,-888.4926527907,-887.296640032544
BH9_04_82R1,-496.6523256825,-496.5200614055,-496.2505219573,-496.3181058227,-496.2071409,-496.4615234407,-496.3243543807,-496.3610731774,-496.2165619975,-495.9615780168,-497.0947156841,-496.3435394422,-496.1835502862,-496.3469105903,-496.3608582542,-495.737381327268
BH9_04_82R2,-888.3499932017,-888.0689828375,-887.5761083541,-887.6830218772,-887.46845404,-888.0052193289,-887.7498674287,-887.8312270925,-887.529793945,-887.0787733294,-889.1564146161,-887.7730127387,-887.4879887719,-887.7929483972,-887.8156996292,-886.621864771601
BH9_04_82TS,-1384.9785878705,-1384.5639194434,-1383.7996004643,-1383.9752154112,-1383.6501036,-1384.4411164518,-1384.0484353048,-1384.1641302434,-1383.7196608045,-1383.019084936,-1386.2270480472,-1384.0909218105,-1383.647979601,-1384.1162251213,-1384.1546576559,-1382.33453509155
BH9_04_83P1,-818.9046301339,-818.8335988345,-818.4681081751,-818.6444536919,-818.51068597,-818.7588435273,-818.6268909273,-818.6657523765,-818.4947008694,-818.20116772,-819.6308778422,-818.6671739632,-818.5004721021,-818.641440441,-818.6159984034,-817.826131671075
BH9_04_83P2,-889.0274925512,-888.7439044771,-888.2514458563,-888.3560900114,-888.14021578,-888.6799362738,-888.4232889812,-888.5090091982,-888.2026519098,-887.7504469491,-889.8329963549,-888.4528463429,-888.1565209165,-888.4641644178,-888.4926527877,-887.296640028486
BH9_04_83R1,-819.5687154209,-819.4913306258,-819.1280885946,-819.3015930451,-819.16789717,-819.4190298475,-819.2867618818,-819.3300482001,-819.1527244367,-818.8565482712,-820.2906674892,-819.3306328719,-819.1542713916,-819.2984097389,-819.2784355991,-818.488577813639
BH9_04_83R2,-888.3499931391,-888.0689828856,-887.5761081902,-887.6830218457,-887.46845396,-888.005219247,-887.7498673111,-887.8312269153,-887.5297938045,-887.0787732881,-889.1564145332,-887.7730126535,-887.4879886893,-887.7929483159,-887.8156995532,-886.621864718901
BH9_04_83TS,-1707.8961293235,-1707.5363171934,-1706.6775816292,-1706.9596721892,-1706.61215429,-1707.3998092317,-1707.011830401,-1707.1340272762,-1706.6569614669,-1705.9151789437,-1709.4242150044,-1707.0790339595,-1706.6198471491,-1707.068671872,-1707.0730829331,-1705.08679931886
BH9_04_84P,-887.7561987058,-887.5132634211,-886.9300653823,-887.0452322871,-886.72973169,-887.4163935361,-887.1278425883,-887.3124296053,-886.8754944579,-886.445951285,-888.6012626237,-887.2622211023,-886.8957682559,-887.1054947673,-887.2609009308,-885.960101958426
BH9_04_84R,-887.7457512427,-887.5046309971,-886.9183576862,-887.036185937,-886.72276863,-887.4068605777,-887.1191752361,-887.3058106048,-886.8691555133,-886.4392167004,-888.5924235076,-887.2516913369,-886.8879933599,-887.0960522804,-887.2502293701,-885.952239658405
BH9_04_84TS,-887.7274303094,-887.4869401221,-886.8993818337,-887.0160490512,-886.70083798,-887.3866470898,-887.0983899892,-887.2824940864,-886.846209788,-886.4227184862,-888.574789305,-887.2319752558,-886.8688100325,-887.0757765042,-887.2313167527,-885.931952317892
BH9_04_85P1,-551.404881778,-551.2540261275,-550.954431277,-551.0324122239,-550.9144272,-551.1934788908,-551.0401912296,-551.0799821668,-550.9197444456,-550.6421051669,-551.8939325606,-551.0561407408,-550.8895150567,-551.0711691828,-551.0790763516,-550.385850138212
BH9_04_85P2,-889.027492551,-888.7439044715,-888.251445858,-888.3560900116,-888.14021579,-888.6799362689,-888.423288981,-888.5090092021,-888.2026519104,-887.7504469441,-889.8329963482,-888.4528463419,-888.156520908499,-888.4641644229,-888.4926527965,-887.296640028513
BH9_04_85R1,-552.0646244886,-551.9093899343,-551.6111531013,-551.6864691526,-551.56731188,-551.8494275823,-551.6957995089,-551.74016479,-551.5727065338,-551.2936381545,-552.5503140204,-551.7171129894,-551.53923855,-551.7237398205,-551.7371263568,-551.043820377031
BH9_04_85R2,-888.3499930939,-888.0689828911,-887.5761081609,-887.6830218151,-887.46845397,-888.0052192248,-887.7498672948,-887.8312269206,-887.5297937548,-887.0787732303,-889.1564144701,-887.7730126145,-887.487988597,-887.7929482961,-887.815699549,-886.621864707875
BH9_04_85TS,-1440.3926224627,-1439.9520266582,-1439.1604198344,-1439.343222774,-1439.01172266,-1439.8300222715,-1439.4216703966,-1439.5449874698,-1439.0779124047,-1438.3509501239,-1441.6833078853,-1439.4639199612,-1439.0044610053,-1439.494545493,-1439.5326958311,-1437.64290101561
BH9_04_86P1,-749.8137221743,-749.6033199218,-749.1063757935,-749.1935467982,-748.93573437,-749.5391630616,-749.2957005118,-749.4302211166,-749.0809465909,-748.7068865081,-750.5603525884,-749.3701918704,-749.0823930132,-749.2944647223,-749.3752880413,-748.246712043248
BH9_04_86P2,-309.0312639763,-308.9608336435,-308.7608706352,-308.8125272408,-308.72029637,-308.9094747493,-308.817148297,-308.8697706791,-308.7456910013,-308.5932694688,-309.3138745016,-308.8586004518,-308.7371251631,-308.8138776711,-308.8575933205,-308.446735567702
