Reaction,Dataset,Reference,Stoichiometry
GDB_W1-F12_1949,GDB_W1-F12,2.490796482939718,"-1,dsgdb9nsd_002440,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1950,GDB_W1-F12,3.040821195342703,"-1,dsgdb9nsd_002441,7,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_1951,GDB_W1-F12,2.7155801727976225,"-1,dsgdb9nsd_002442,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1952,GDB_W1-F12,2.714501572349376,"-1,dsgdb9nsd_002443,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1953,GDB_W1-F12,2.3935082083818697,"-1,dsgdb9nsd_002444,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1954,GDB_W1-F12,2.7228989132945363,"-1,dsgdb9nsd_002445,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1955,GDB_W1-F12,2.4861132134091624,"-1,dsgdb9nsd_002446,5,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1956,GDB_W1-F12,2.3978372298744444,"-1,dsgdb9nsd_002447,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1957,GDB_W1-F12,1.992292952823948,"-1,dsgdb9nsd_002449,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_1958,GDB_W1-F12,2.525425003939422,"-1,dsgdb9nsd_002450,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1959,GDB_W1-F12,2.3406743367504275,"-1,dsgdb9nsd_002451,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1960,GDB_W1-F12,2.224808892473409,"-1,dsgdb9nsd_002452,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1961,GDB_W1-F12,2.305111455355801,"-1,dsgdb9nsd_002453,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1962,GDB_W1-F12,2.3172599157617886,"-1,dsgdb9nsd_002454,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1963,GDB_W1-F12,2.209196401499188,"-1,dsgdb9nsd_002455,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1964,GDB_W1-F12,2.1442403288262475,"-1,dsgdb9nsd_002456,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1965,GDB_W1-F12,2.0289858139707717,"-1,dsgdb9nsd_002457,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_1966,GDB_W1-F12,1.9119093393724371,"-1,dsgdb9nsd_002458,4,dsgdb9nsd_c,4,dsgdb9nsd_h,3,dsgdb9nsd_o"
GDB_W1-F12_1967,GDB_W1-F12,2.8151350059634193,"-1,dsgdb9nsd_002459,7,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_1968,GDB_W1-F12,2.603790917177089,"-1,dsgdb9nsd_002460,6,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_1969,GDB_W1-F12,2.4963626634427807,"-1,dsgdb9nsd_002461,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1970,GDB_W1-F12,2.3101780147169366,"-1,dsgdb9nsd_002462,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1971,GDB_W1-F12,2.1167470180266874,"-1,dsgdb9nsd_002463,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1972,GDB_W1-F12,3.0377159960101845,"-1,dsgdb9nsd_002464,7,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_1973,GDB_W1-F12,2.7165501629334874,"-1,dsgdb9nsd_002465,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1974,GDB_W1-F12,2.726624992495974,"-1,dsgdb9nsd_002466,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1975,GDB_W1-F12,2.397048758910335,"-1,dsgdb9nsd_002467,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1976,GDB_W1-F12,2.5006235632547,"-1,dsgdb9nsd_002468,5,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1977,GDB_W1-F12,2.730735982220654,"-1,dsgdb9nsd_002469,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1978,GDB_W1-F12,2.513107913410107,"-1,dsgdb9nsd_002470,5,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1979,GDB_W1-F12,2.529340355183609,"-1,dsgdb9nsd_002471,5,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1980,GDB_W1-F12,2.4122004791520775,"-1,dsgdb9nsd_002472,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1981,GDB_W1-F12,2.3032594259474153,"-1,dsgdb9nsd_002473,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1982,GDB_W1-F12,2.516648973891032,"-1,dsgdb9nsd_002474,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1983,GDB_W1-F12,2.1878142797071636,"-1,dsgdb9nsd_002475,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1984,GDB_W1-F12,2.287655804958796,"-1,dsgdb9nsd_002476,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1985,GDB_W1-F12,2.3213009559449644,"-1,dsgdb9nsd_002477,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1986,GDB_W1-F12,2.2148429521035555,"-1,dsgdb9nsd_002478,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1987,GDB_W1-F12,2.786337134780566,"-1,dsgdb9nsd_002479,7,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_1988,GDB_W1-F12,2.460181262302964,"-1,dsgdb9nsd_002480,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1989,GDB_W1-F12,3.0341532450200916,"-1,dsgdb9nsd_002481,7,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_1990,GDB_W1-F12,2.7129889513623833,"-1,dsgdb9nsd_002482,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1991,GDB_W1-F12,2.723665371841988,"-1,dsgdb9nsd_002484,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1992,GDB_W1-F12,2.4036651992536773,"-1,dsgdb9nsd_002485,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_1993,GDB_W1-F12,2.7664275150593416,"-1,dsgdb9nsd_002486,7,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_1994,GDB_W1-F12,2.5672176956581967,"-1,dsgdb9nsd_002487,6,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_1995,GDB_W1-F12,2.441149740877906,"-1,dsgdb9nsd_002488,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1996,GDB_W1-F12,2.551439135478158,"-1,dsgdb9nsd_002489,6,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_1997,GDB_W1-F12,2.45463440103013,"-1,dsgdb9nsd_002490,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_1998,GDB_W1-F12,2.2410289328405235,"-1,dsgdb9nsd_002491,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_1999,GDB_W1-F12,2.021364963294113,"-1,dsgdb9nsd_002492,7,dsgdb9nsd_c,4,dsgdb9nsd_h"
GDB_W1-F12_2000,GDB_W1-F12,1.8744480069595462,"-1,dsgdb9nsd_002493,6,dsgdb9nsd_c,3,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2001,GDB_W1-F12,1.8355271762635863,"-1,dsgdb9nsd_002495,5,dsgdb9nsd_c,3,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2002,GDB_W1-F12,1.6836109790734144,"-1,dsgdb9nsd_002496,4,dsgdb9nsd_c,2,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2003,GDB_W1-F12,1.9403502406460542,"-1,dsgdb9nsd_002497,5,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2004,GDB_W1-F12,2.0337663441842695,"-1,dsgdb9nsd_002498,3,dsgdb9nsd_c,6,dsgdb9nsd_h,4,dsgdb9nsd_n"
GDB_W1-F12_2005,GDB_W1-F12,1.9242340090701897,"-1,dsgdb9nsd_002499,3,dsgdb9nsd_c,5,dsgdb9nsd_h,3,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2006,GDB_W1-F12,1.8321134158527033,"-1,dsgdb9nsd_002500,3,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2007,GDB_W1-F12,1.7375707524309756,"-1,dsgdb9nsd_002501,3,dsgdb9nsd_c,3,dsgdb9nsd_h,1,dsgdb9nsd_n,3,dsgdb9nsd_o"
GDB_W1-F12_2008,GDB_W1-F12,2.2266361413794393,"-1,dsgdb9nsd_002502,4,dsgdb9nsd_c,7,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_2009,GDB_W1-F12,2.517028413580539,"-1,dsgdb9nsd_002503,7,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_2010,GDB_W1-F12,2.372972118437883,"-1,dsgdb9nsd_002504,6,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2011,GDB_W1-F12,2.225157591591184,"-1,dsgdb9nsd_002505,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2012,GDB_W1-F12,2.003298463155637,"-1,dsgdb9nsd_002507,4,dsgdb9nsd_c,5,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_2013,GDB_W1-F12,2.179939399399735,"-1,dsgdb9nsd_002508,6,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2014,GDB_W1-F12,2.0335362440726876,"-1,dsgdb9nsd_002509,5,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2015,GDB_W1-F12,1.882731057996801,"-1,dsgdb9nsd_002510,4,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2016,GDB_W1-F12,2.2043602705315304,"-1,dsgdb9nsd_002511,6,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2017,GDB_W1-F12,2.058702214711866,"-1,dsgdb9nsd_002512,5,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2018,GDB_W1-F12,2.32263124661707,"-1,dsgdb9nsd_002513,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2019,GDB_W1-F12,2.3311795765176435,"-1,dsgdb9nsd_002515,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2020,GDB_W1-F12,2.25695885328511,"-1,dsgdb9nsd_002516,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2021,GDB_W1-F12,2.109059747635709,"-1,dsgdb9nsd_002517,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2022,GDB_W1-F12,2.139146158726603,"-1,dsgdb9nsd_002518,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2023,GDB_W1-F12,2.160534159314331,"-1,dsgdb9nsd_002520,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2024,GDB_W1-F12,2.015288403245817,"-1,dsgdb9nsd_002521,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2025,GDB_W1-F12,2.4312287097901666,"-1,dsgdb9nsd_002522,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2026,GDB_W1-F12,2.344133436715813,"-1,dsgdb9nsd_002523,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2027,GDB_W1-F12,2.25336808359454,"-1,dsgdb9nsd_002524,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2028,GDB_W1-F12,2.210878361762148,"-1,dsgdb9nsd_002525,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2029,GDB_W1-F12,2.098607296682956,"-1,dsgdb9nsd_002526,4,dsgdb9nsd_c,6,dsgdb9nsd_h,3,dsgdb9nsd_o"
GDB_W1-F12_2030,GDB_W1-F12,2.115675638186555,"-1,dsgdb9nsd_002527,4,dsgdb9nsd_c,6,dsgdb9nsd_h,3,dsgdb9nsd_o"
GDB_W1-F12_2031,GDB_W1-F12,3.0061732148758433,"-1,dsgdb9nsd_002528,7,dsgdb9nsd_c,12,dsgdb9nsd_h"
GDB_W1-F12_2032,GDB_W1-F12,2.8648093890421666,"-1,dsgdb9nsd_002529,6,dsgdb9nsd_c,11,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2033,GDB_W1-F12,2.691781910592306,"-1,dsgdb9nsd_002530,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2034,GDB_W1-F12,2.6446344790028173,"-1,dsgdb9nsd_002532,5,dsgdb9nsd_c,10,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2035,GDB_W1-F12,2.67576320105002,"-1,dsgdb9nsd_002533,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2036,GDB_W1-F12,2.5318648445586462,"-1,dsgdb9nsd_002534,5,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2037,GDB_W1-F12,2.44191271103181,"-1,dsgdb9nsd_002535,4,dsgdb9nsd_c,9,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_2038,GDB_W1-F12,2.330556965997563,"-1,dsgdb9nsd_002536,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2039,GDB_W1-F12,2.3271176569684315,"-1,dsgdb9nsd_002537,4,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2040,GDB_W1-F12,2.36405989761703,"-1,dsgdb9nsd_002538,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2041,GDB_W1-F12,2.216782041552082,"-1,dsgdb9nsd_002539,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2042,GDB_W1-F12,2.3799783090720337,"-1,dsgdb9nsd_002540,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2043,GDB_W1-F12,2.234722672674607,"-1,dsgdb9nsd_002541,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2044,GDB_W1-F12,2.2777724641386587,"-1,dsgdb9nsd_002555,7,dsgdb9nsd_c,6,dsgdb9nsd_h"
GDB_W1-F12_2045,GDB_W1-F12,2.133060787655959,"-1,dsgdb9nsd_002556,6,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2046,GDB_W1-F12,2.06274572497727,"-1,dsgdb9nsd_002557,6,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2047,GDB_W1-F12,1.9161917097765262,"-1,dsgdb9nsd_002558,5,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2048,GDB_W1-F12,1.9501857813910695,"-1,dsgdb9nsd_002559,6,dsgdb9nsd_c,4,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2049,GDB_W1-F12,1.8016070445685473,"-1,dsgdb9nsd_002560,5,dsgdb9nsd_c,3,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2050,GDB_W1-F12,1.9849866424182476,"-1,dsgdb9nsd_002561,5,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2051,GDB_W1-F12,1.7655389229933247,"-1,dsgdb9nsd_002562,4,dsgdb9nsd_c,3,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_2052,GDB_W1-F12,1.6491264877716452,"-1,dsgdb9nsd_002563,4,dsgdb9nsd_c,2,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2053,GDB_W1-F12,2.2417714921472145,"-1,dsgdb9nsd_002564,6,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2054,GDB_W1-F12,2.0962069265494905,"-1,dsgdb9nsd_002565,5,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2055,GDB_W1-F12,2.027389163973573,"-1,dsgdb9nsd_002566,5,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2056,GDB_W1-F12,1.9106112091709444,"-1,dsgdb9nsd_002568,5,dsgdb9nsd_c,4,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2057,GDB_W1-F12,1.759377502074873,"-1,dsgdb9nsd_002569,4,dsgdb9nsd_c,3,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2058,GDB_W1-F12,2.200762441186592,"-1,dsgdb9nsd_002570,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2059,GDB_W1-F12,1.9874863624461403,"-1,dsgdb9nsd_002571,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2060,GDB_W1-F12,1.8675048576046676,"-1,dsgdb9nsd_002572,4,dsgdb9nsd_c,4,dsgdb9nsd_h,3,dsgdb9nsd_o"
GDB_W1-F12_2061,GDB_W1-F12,2.7661601836373713,"-1,dsgdb9nsd_002583,7,dsgdb9nsd_c,10,dsgdb9nsd_h"
GDB_W1-F12_2062,GDB_W1-F12,2.6238699478863454,"-1,dsgdb9nsd_002584,6,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2063,GDB_W1-F12,2.5526325947500226,"-1,dsgdb9nsd_002585,6,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2064,GDB_W1-F12,2.408622509268255,"-1,dsgdb9nsd_002586,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2065,GDB_W1-F12,2.4444664716780546,"-1,dsgdb9nsd_002587,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2066,GDB_W1-F12,2.402755719758001,"-1,dsgdb9nsd_002589,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2067,GDB_W1-F12,2.4335059598701605,"-1,dsgdb9nsd_002590,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2068,GDB_W1-F12,2.289010813982801,"-1,dsgdb9nsd_002591,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2069,GDB_W1-F12,2.200139210755552,"-1,dsgdb9nsd_002592,4,dsgdb9nsd_c,7,dsgdb9nsd_h,3,dsgdb9nsd_n"
GDB_W1-F12_2070,GDB_W1-F12,2.090946217131605,"-1,dsgdb9nsd_002593,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2071,GDB_W1-F12,2.452850601667297,"-1,dsgdb9nsd_002594,6,dsgdb9nsd_c,8,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2072,GDB_W1-F12,2.3089604155704944,"-1,dsgdb9nsd_002595,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2073,GDB_W1-F12,2.2386855626432802,"-1,dsgdb9nsd_002596,5,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2074,GDB_W1-F12,2.0930786072473153,"-1,dsgdb9nsd_002597,4,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2075,GDB_W1-F12,2.128793988331517,"-1,dsgdb9nsd_002598,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2076,GDB_W1-F12,1.9814117115323668,"-1,dsgdb9nsd_002599,4,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2077,GDB_W1-F12,2.7271581924137935,"-1,dsgdb9nsd_002600,6,dsgdb9nsd_c,10,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2078,GDB_W1-F12,2.514602813549113,"-1,dsgdb9nsd_002601,5,dsgdb9nsd_c,9,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2079,GDB_W1-F12,2.404613379360266,"-1,dsgdb9nsd_002602,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2080,GDB_W1-F12,2.3937134993062705,"-1,dsgdb9nsd_002603,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2081,GDB_W1-F12,2.4158698803247836,"-1,dsgdb9nsd_002604,5,dsgdb9nsd_c,8,dsgdb9nsd_h,2,dsgdb9nsd_o"
GDB_W1-F12_2082,GDB_W1-F12,2.202086861031001,"-1,dsgdb9nsd_002605,4,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n,2,dsgdb9nsd_o"
GDB_W1-F12_2083,GDB_W1-F12,2.08952998672117,"-1,dsgdb9nsd_002606,4,dsgdb9nsd_c,6,dsgdb9nsd_h,3,dsgdb9nsd_o"
GDB_W1-F12_2084,GDB_W1-F12,1.8951486984024262,"-1,dsgdb9nsd_002607,6,dsgdb9nsd_c,3,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2085,GDB_W1-F12,2.0407792136020455,"-1,dsgdb9nsd_002608,7,dsgdb9nsd_c,4,dsgdb9nsd_h"
GDB_W1-F12_2086,GDB_W1-F12,1.8900684181329122,"-1,dsgdb9nsd_002609,6,dsgdb9nsd_c,3,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2087,GDB_W1-F12,1.7421419423788196,"-1,dsgdb9nsd_002610,5,dsgdb9nsd_c,2,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2088,GDB_W1-F12,2.52060538427626,"-1,dsgdb9nsd_002611,7,dsgdb9nsd_c,8,dsgdb9nsd_h"
GDB_W1-F12_2089,GDB_W1-F12,2.3777832888262225,"-1,dsgdb9nsd_002612,6,dsgdb9nsd_c,7,dsgdb9nsd_h,1,dsgdb9nsd_n"
GDB_W1-F12_2090,GDB_W1-F12,2.15771795960253,"-1,dsgdb9nsd_002613,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2091,GDB_W1-F12,2.1817177008376083,"-1,dsgdb9nsd_002614,6,dsgdb9nsd_c,6,dsgdb9nsd_h,1,dsgdb9nsd_o"
GDB_W1-F12_2092,GDB_W1-F12,2.035677344813856,"-1,dsgdb9nsd_002615,5,dsgdb9nsd_c,5,dsgdb9nsd_h,1,dsgdb9nsd_n,1,dsgdb9nsd_o"
GDB_W1-F12_2093,GDB_W1-F12,2.2333980823148436,"-1,dsgdb9nsd_002616,5,dsgdb9nsd_c,6,dsgdb9nsd_h,2,dsgdb9nsd_n"
GDB_W1-F12_2094,GDB_W1-F12,2.008384112268394,"-1,dsgdb9nsd_002617,4,dsgdb9nsd_c,5,dsgdb9nsd_h,3,dsgdb9nsd_n"
